Transaction Date,Post Date,Description,Category,Type,Amount,Memo
02/12/2025,02/13/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-32.30,
02/11/2025,02/12/2025,UTAH-DMV RENEWAL EXPRE,Bills & Utilities,Sale,-163.50,
02/11/2025,02/12/2025,AMAZON MKTPL*7H0NK6DL3,Shopping,Sale,-8.56,
02/11/2025,02/12/2025,AMAZON MKTPL*0U7A69893,Shopping,Sale,-32.43,
02/11/2025,02/11/2025,AMAZON MKTPL*UB3BF8NB3,Shopping,Sale,-6.81,
02/10/2025,02/11/2025,EMISSIONS PLUS,Automotive,Sale,-50.00,
02/08/2025,02/09/2025,AMAZON MKTPL*I04D26PY3,Shopping,Sale,-49.82,
02/06/2025,02/09/2025,HOV2,Shopping,Sale,-68.10,
02/06/2025,02/07/2025,Payment Thank You - Web,,Payment,3919.90,
02/06/2025,02/07/2025,PANDA EXPRESS #1987,Food & Drink,Sale,-10.83,
02/05/2025,02/07/2025,ZAO - FARMINGTON,Food & Drink,Sale,-16.00,
02/06/2025,02/07/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-40.25,
02/05/2025,02/06/2025,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
02/06/2025,02/06/2025,AMAZON MKTPL*Z22NE88T3,Shopping,Sale,-2.83,
02/04/2025,02/06/2025,ZAO - FARMINGTON,Food & Drink,Sale,-16.00,
02/04/2025,02/04/2025,AUTOMATIC PAYMENT - THANK,,Payment,1491.51,
01/31/2025,02/02/2025,Prime Video *ZC1LU5WZ0,Shopping,Sale,-4.10,
02/01/2025,02/02/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-51.46,
01/30/2025,02/02/2025,TST*TSUNAMI - SUGARHOUSE,Food & Drink,Sale,-152.56,
02/01/2025,02/02/2025,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
02/01/2025,02/02/2025,GoFundMe Donate to Save O,Gifts & Donations,Sale,-250.00,
01/30/2025,01/31/2025,AMAZON MKTPL*ZC1Q153J1,Shopping,Sale,-525.00,
01/30/2025,01/31/2025,HARMONS AT STATION,Groceries,Sale,-10.29,
01/26/2025,01/28/2025,AMAZON MKTPL*ZG90195K1,Shopping,Sale,-173.19,
01/27/2025,01/28/2025,AMAZON MKTPL*Z73CG6ZF2,Shopping,Sale,-16.95,
01/26/2025,01/28/2025,AMAZON MKTPL*Z738X6CL2,Shopping,Sale,-135.38,
01/26/2025,01/28/2025,AMAZON MKTPL*ZG4T65MJ1,Shopping,Sale,-26.43,
01/26/2025,01/28/2025,Amazon.com*ZC2WL9LI0,Shopping,Sale,-17.51,
01/25/2025,01/28/2025,AMAZON MKTPL*ZC8747U92,Shopping,Sale,-36.17,
01/25/2025,01/28/2025,AMAZON MKTPL*ZG8QZ6EA1,Shopping,Sale,-18.39,
01/24/2025,01/26/2025,AMAZON MKTPL*ZG29529N0,Shopping,Sale,-51.28,
01/23/2025,01/26/2025,CHICK-FIL-A #03538,Food & Drink,Sale,-8.53,
01/24/2025,01/26/2025,AMAZON MKTPL*ZG88B47G0,Shopping,Sale,-55.33,
01/25/2025,01/26/2025,AMAZON MKTPL*ZC1UU19S2,Shopping,Sale,-10.81,
01/24/2025,01/26/2025,AMAZON MKTPL*ZC3076SL2,Shopping,Sale,-18.95,
01/24/2025,01/26/2025,AMAZON MKTPL*ZG21Q8NT1,Shopping,Sale,-14.54,
01/25/2025,01/26/2025,AMAZON MKTPL*ZG3538EH1,Shopping,Sale,-110.96,
01/23/2025,01/24/2025,VIVINT INC/US,Professional Services,Sale,-43.47,
01/22/2025,01/24/2025,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
01/21/2025,01/23/2025,BLAZE PIZZA - 1171 - FARM,Food & Drink,Sale,-17.73,
01/22/2025,01/23/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-31.54,
01/17/2025,01/19/2025,JINYA RAMEN BAR SUGAR,Food & Drink,Sale,-115.00,
01/16/2025,01/19/2025,CHICK-FIL-A #03538,Food & Drink,Sale,-10.48,
01/17/2025,01/19/2025,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
01/17/2025,01/19/2025,BRICKYARD ANIMAL HOSPI,Personal,Sale,-990.38,
01/18/2025,01/19/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-45.95,
01/17/2025,01/17/2025,AMAZON MKTPL*Z52UD1S90,Shopping,Sale,-52.20,
01/16/2025,01/17/2025,AMAZON MKTPL*ZG3R55MJ2,Shopping,Sale,-31.04,
01/15/2025,01/16/2025,HARMONS AT STATION,Groceries,Sale,-9.39,
01/15/2025,01/16/2025,CONGREGATION KOL AMI,Gifts & Donations,Sale,-246.21,
01/15/2025,01/15/2025,AMAZON MKTPL*ZG1D24A22,Shopping,Sale,-70.67,
01/14/2025,01/15/2025,TST* PROHIBITION UTAH,Food & Drink,Sale,-165.27,
01/11/2025,01/13/2025,FIVE GUYS 1204 QSR,Food & Drink,Sale,-42.00,
01/10/2025,01/12/2025,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-13.00,
01/11/2025,01/12/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-40.04,
01/11/2025,01/12/2025,AMAZON MKTPL*ZD14R77I0,Shopping,Sale,-24.28,
01/07/2025,01/09/2025,CHICK-FIL-A #03538,Food & Drink,Sale,-10.15,
01/08/2025,01/09/2025,HARMONS AT STATION,Groceries,Sale,-9.39,
01/08/2025,01/09/2025,IFA SALT LAKE CITY,Food & Drink,Sale,-15.07,
01/07/2025,01/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-25.03,
01/06/2025,01/07/2025,AMAZON MKTPL*ZP10A6XP1,Shopping,Sale,-18.37,
01/06/2025,01/06/2025,AMAZON MKTPL*ZP27L7YM0,Shopping,Sale,-4.18,
01/05/2025,01/06/2025,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
01/05/2025,01/06/2025,MAVERIK CNTRY STRE 323,Gas,Sale,-36.68,
01/01/2025,01/02/2025,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-41.67,
01/01/2025,01/02/2025,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
12/27/2024,12/29/2024,AMAZON MKTPL*ZP71F7LH2,Shopping,Sale,-21.52,
12/26/2024,12/27/2024,VIVINT INC/US,Professional Services,Sale,-53.88,
12/24/2024,12/25/2024,Amazon.com*ZE6H03B02,Shopping,Sale,-64.09,
12/23/2024,12/24/2024,VIVINT INC/US,Professional Services,Sale,-48.27,
12/22/2024,12/24/2024,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
12/23/2024,12/24/2024,AMAZON MKTPL*Z93VR0M71,Shopping,Sale,-24.76,
12/23/2024,12/23/2024,AMAZON MKTPL*Z959D4UD0,Shopping,Sale,-52.57,
12/23/2024,12/23/2024,AMAZON MKTPL*Z90O26191,Shopping,Sale,-51.02,
12/23/2024,12/23/2024,Amazon.com*Z90H679A0,Shopping,Sale,-17.43,
12/23/2024,12/23/2024,AMAZON MKTPL*Z97HL59Y0,Shopping,Sale,-18.85,
12/20/2024,12/23/2024,HOV2,Shopping,Sale,-260.32,
12/23/2024,12/23/2024,AMAZON MKTPL*ZE0PY0112,Shopping,Sale,-21.02,
12/23/2024,12/23/2024,AMAZON MKTPL*ZE4GX81I2,Shopping,Sale,-26.30,
12/22/2024,12/23/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-29.29,
12/21/2024,12/22/2024,Payment Thank You-Mobile,,Payment,4352.99,
12/21/2024,12/22/2024,Prime Video *Z979T43D1,Shopping,Sale,-4.08,
12/20/2024,12/22/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-8.00,
12/18/2024,12/19/2024,HARMONS AT STATION,Groceries,Sale,-6.17,
12/18/2024,12/19/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-33.40,
12/17/2024,12/18/2024,HARMONS AT STATION,Groceries,Sale,-5.98,
12/17/2024,12/18/2024,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
12/15/2024,12/17/2024,JERSEY MIKES 42043,Food & Drink,Sale,-9.20,
12/16/2024,12/17/2024,Amazon.com*Z14230W62,Shopping,Sale,-6.41,
12/15/2024,12/16/2024,CONGREGATION KOL AMI,Gifts & Donations,Sale,-245.81,
12/12/2024,12/13/2024,HARMONS AT STATION,Groceries,Sale,-9.39,
12/11/2024,12/12/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-29.14,
12/11/2024,12/12/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-8.00,
12/10/2024,12/11/2024,Amazon.com*ZR5D27M91,Shopping,Sale,-9.38,
12/09/2024,12/10/2024,AMAZON MKTPL*ZR40K47W0,Shopping,Sale,-32.31,
12/08/2024,12/10/2024,DEL TACO #272,Food & Drink,Sale,-18.84,
12/05/2024,12/08/2024,PF CHANGS #9907 CP,Food & Drink,Sale,-20.00,
12/07/2024,12/08/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-29.62,
12/07/2024,12/08/2024,AMAZON MKTPL*ZL8WG8IW1,Shopping,Sale,-49.09,
12/07/2024,12/08/2024,AMZN Mktp US*ZL33H9UZ1,Shopping,Sale,-61.41,
12/06/2024,12/06/2024,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-32.64,
12/05/2024,12/06/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-8.00,
12/05/2024,12/06/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
12/05/2024,12/06/2024,AMAZON MKTPL*ZR17814E2,Shopping,Sale,-84.05,
12/05/2024,12/06/2024,AMAZON MKTPL*ZL63E2IM0,Shopping,Sale,-24.69,
12/04/2024,12/05/2024,AMAZON MKTPL*ZL0R382Y0,Shopping,Sale,-26.74,
12/04/2024,12/05/2024,AMAZON MKTPL*ZL9HE1GM1,Shopping,Sale,-75.78,
12/04/2024,12/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,1500.00,
12/03/2024,12/04/2024,Prime Video *ZL2KI9XB0,Shopping,Sale,-3.87,
12/02/2024,12/03/2024,AMAZON MKTPL*ZL8I39GU2,Shopping,Sale,-7.48,
12/02/2024,12/03/2024,AMAZON MKTPL*ZL1RT7GA2,Shopping,Sale,-103.27,
12/01/2024,12/02/2024,SP JAWZRSIZE,Shopping,Sale,-60.34,
12/01/2024,12/02/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
11/30/2024,12/02/2024,DELTA AIR LINES ONBOARD S,Groceries,Sale,-12.00,
12/01/2024,12/02/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-20.88,
11/30/2024,12/01/2024,SBARRO A,Food & Drink,Sale,-15.80,
11/30/2024,12/01/2024,BUDGET RENT A CAR,Travel,Sale,-404.84,
11/30/2024,12/01/2024,AMAZON MKTPL*Z30K48RW2,Shopping,Sale,-37.07,
11/30/2024,12/01/2024,AMAZON MKTPL*Z30CM69V2,Shopping,Sale,-17.15,
11/30/2024,12/01/2024,AMAZON MKTPL*Z34NO1KT2,Shopping,Sale,-18.22,
11/25/2024,11/26/2024,VIVINT INC/US,Professional Services,Sale,-48.27,
11/24/2024,11/26/2024,DELTA AIR LINES ONBOARD S,Groceries,Sale,-24.00,
11/25/2024,11/26/2024,Amazon.com*3R43J73B3,Shopping,Sale,-10.21,
11/25/2024,11/26/2024,AMAZON MKTPL*JR4XD3TE3,Shopping,Sale,-18.85,
11/25/2024,11/26/2024,Amazon.com*YM30892S3,Shopping,Sale,-17.43,
11/25/2024,11/26/2024,AMAZON MKTPL*2087W93C3,Shopping,Sale,-51.02,
11/25/2024,11/26/2024,Amazon.com*H73IN1693,Shopping,Sale,-13.73,
11/25/2024,11/26/2024,AMAZON MKTPL*RS42W9XA3,Shopping,Sale,-24.75,
11/24/2024,11/25/2024,MCDONALD'S F25937,Food & Drink,Sale,-29.06,
11/22/2024,11/25/2024,HOV2,Shopping,Sale,-96.11,
11/22/2024,11/24/2024,Prime Video Channels,Shopping,Sale,-14.00,
11/22/2024,11/24/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-8.00,
11/23/2024,11/24/2024,Amazon.com*TS2RD8GX3,Shopping,Sale,-1.05,
11/22/2024,11/24/2024,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
11/22/2024,11/24/2024,MILLERS HONEY CO INC,Shopping,Sale,-14.51,
11/20/2024,11/21/2024,HARMONS AT STATION,Groceries,Sale,-18.52,
11/19/2024,11/20/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-30.80,
11/16/2024,11/18/2024,FIVE GUYS 1204 QSR,Food & Drink,Sale,-42.22,
11/17/2024,11/18/2024,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
11/16/2024,11/17/2024,AMAZON MKTPL*VI0K16GJ3,Shopping,Sale,-61.78,
11/15/2024,11/17/2024,CONGREGATION KOL AMI,Gifts & Donations,Sale,-247.87,
11/15/2024,11/17/2024,TST*TSUNAMI - SUGARHOUSE,Food & Drink,Sale,-136.00,
11/14/2024,11/15/2024,TST* VESSEL KITCHEN - FAR,Food & Drink,Sale,-18.00,
11/14/2024,11/15/2024,HARMONS AT STATION,Groceries,Sale,-9.39,
11/13/2024,11/14/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-32.28,
11/12/2024,11/13/2024,HARMONS AT STATION,Groceries,Sale,-3.75,
11/07/2024,11/10/2024,BLAZE PIZZA - 1171 - FARM,Food & Drink,Sale,-24.00,
11/09/2024,11/10/2024,OLIVE GARDEN ZK 0021306,Food & Drink,Sale,-68.00,
11/06/2024,11/08/2024,CHICK-FIL-A #03538,Food & Drink,Sale,-8.85,
11/06/2024,11/07/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-27.44,
11/05/2024,11/06/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
11/05/2024,11/06/2024,AMAZON MKTPL*KA8G79PA3,Shopping,Sale,-22.74,
11/05/2024,11/05/2024,SKYNOVA / AYNAX,Personal,Sale,-15.00,
11/04/2024,11/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,787.57,
11/01/2024,11/03/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
10/31/2024,11/01/2024,CAFE ZUPAS,Food & Drink,Sale,-17.00,
10/30/2024,10/31/2024,HARMONS AT STATION,Groceries,Sale,-8.58,
10/30/2024,10/31/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-21.41,
10/29/2024,10/30/2024,HARMONS AT STATION,Groceries,Sale,-12.48,
10/28/2024,10/29/2024,AMAZON MKTPL*BC2EW9JC3,Shopping,Sale,-29.70,
10/28/2024,10/29/2024,BURT BROTHERS 008 SUGAR H,Gas,Sale,-128.53,
10/28/2024,10/29/2024,Amazon.com*YN2MG06P3,Shopping,Sale,-63.40,
10/27/2024,10/28/2024,AMAZON MKTPL*D21HH6N23,Shopping,Sale,-51.02,
10/27/2024,10/28/2024,Amazon.com*RS4UG3B93,Shopping,Sale,-33.91,
10/27/2024,10/28/2024,AMAZON MKTPL*Y21XJ0GN3,Shopping,Sale,-17.46,
10/27/2024,10/28/2024,AMAZON MKTPL*0G52Y5013,Shopping,Sale,-18.85,
10/27/2024,10/28/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-23.56,
10/27/2024,10/28/2024,AMAZON MKTPL*EP2EL6K73,Shopping,Sale,-27.32,
10/27/2024,10/28/2024,Amazon.com*W55XH1II3,Shopping,Sale,-17.43,
10/27/2024,10/28/2024,SPO*BATISTAFOOD&amp;GRILL,Food & Drink,Sale,-36.00,
10/27/2024,10/28/2024,AMAZON MKTPL*2P08Q6363,Shopping,Sale,-22.22,
10/24/2024,10/25/2024,HARMONS AT STATION,Groceries,Sale,-3.09,
10/23/2024,10/24/2024,HARMONS AT STATION,Groceries,Sale,-23.15,
10/22/2024,10/24/2024,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
10/23/2024,10/24/2024,VIVINT INC/US,Professional Services,Sale,-48.27,
10/22/2024,10/24/2024,HOV2,Shopping,Sale,-129.73,
10/23/2024,10/24/2024,UTAH-DMV RENEWAL EXPRE,Bills & Utilities,Sale,-161.25,
10/22/2024,10/23/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-38.72,
10/22/2024,10/23/2024,EMISSIONS PLUS,Automotive,Sale,-50.00,
10/22/2024,10/23/2024,HARMONS AT STATION,Groceries,Sale,-9.53,
10/22/2024,10/23/2024,Prime Video Channels,Shopping,Sale,-14.00,
10/21/2024,10/22/2024,AMZN Mktp US*GM4268393,Shopping,Sale,-8.74,
10/22/2024,10/22/2024,Amazon.com*G04O85ZK3,Shopping,Sale,-21.54,
10/21/2024,10/22/2024,AMZN Mktp US*BI43E43M3,Shopping,Sale,-32.02,
10/21/2024,10/21/2024,AMAZON MKTPL*X71JW9W53,Shopping,Sale,-71.28,
10/20/2024,10/21/2024,Amazon.com*239ZF5DI3,Shopping,Sale,-43.09,
10/21/2024,10/21/2024,AMZN Mktp US*433SM7EX3,Shopping,Sale,-39.65,
10/17/2024,10/18/2024,HARMONS AT STATION,Groceries,Sale,-19.19,
10/17/2024,10/18/2024,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
10/16/2024,10/17/2024,AMAZON MKTPL*AF89S7EH3,Shopping,Sale,-12.35,
10/16/2024,10/17/2024,HARMONS AT STATION,Groceries,Sale,-13.51,
10/16/2024,10/17/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-13.00,
10/15/2024,10/16/2024,CONGREGATION KOL AMI,Gifts & Donations,Sale,-245.45,
10/15/2024,10/16/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-42.04,
10/14/2024,10/15/2024,AMAZON MKTPL*BD6JO3YS3,Shopping,Sale,-8.74,
10/13/2024,10/14/2024,AMAZON MKTPL*ZR9LP8483,Shopping,Sale,-15.93,
10/13/2024,10/14/2024,AMAZON MKTPL*997MQ8733,Shopping,Sale,-75.41,
10/10/2024,10/11/2024,HARMONS AT STATION,Groceries,Sale,-3.09,
10/09/2024,10/10/2024,HARMONS AT STATION,Groceries,Sale,-12.48,
10/08/2024,10/09/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-55.40,
10/08/2024,10/09/2024,HARMONS AT STATION,Groceries,Sale,-24.83,
10/06/2024,10/08/2024,BURGER KING #11077 Q07,Food & Drink,Sale,-21.79,
10/06/2024,10/07/2024,CHEVRON 0201423,Gas,Sale,-6.46,
10/06/2024,10/07/2024,FLYING J 774,Gas,Sale,-28.77,
10/04/2024,10/06/2024,CHEVRON 0201423,Gas,Sale,-55.01,
10/04/2024,10/06/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-40.17,
10/05/2024,10/06/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
10/05/2024,10/06/2024,SKYNOVA / AYNAX,Personal,Sale,-15.00,
10/03/2024,10/04/2024,PANDA EXPRESS #1987,Food & Drink,Sale,-15.48,
10/02/2024,10/03/2024,HARMONS AT STATION,Groceries,Sale,-23.67,
10/02/2024,10/02/2024,Payment Thank You-Mobile,,Payment,8643.95,
10/01/2024,10/02/2024,Amazon.com*Z75KY8AY3,Shopping,Sale,-18.83,
10/01/2024,10/02/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
09/28/2024,09/29/2024,IFA SALT LAKE CITY,Food & Drink,Sale,-25.85,
09/27/2024,09/29/2024,AMAZON MKTPL*002H191W3,Shopping,Sale,-17.89,
09/27/2024,09/29/2024,AMAZON MKTPL*V57YN8DN3,Shopping,Sale,-69.32,
09/27/2024,09/29/2024,Amazon.com*IF7PP5CD3,Shopping,Sale,-18.40,
09/27/2024,09/29/2024,AMAZON MKTPL*PC6199WL3,Shopping,Sale,-55.57,
09/27/2024,09/29/2024,AMAZON MKTPL*Z887C6Y03,Shopping,Sale,-53.77,
09/27/2024,09/29/2024,TST*TSUNAMI - SUGARHOUSE,Food & Drink,Sale,-97.00,
09/26/2024,09/27/2024,HARMONS AT STATION,Groceries,Sale,-11.96,
09/26/2024,09/27/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-60.48,
09/25/2024,09/26/2024,HARMONS AT STATION,Groceries,Sale,-10.29,
09/24/2024,09/25/2024,HARMONS AT STATION,Groceries,Sale,-12.86,
09/22/2024,09/24/2024,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
09/22/2024,09/24/2024,HOV2,Shopping,Sale,-164.21,
09/23/2024,09/24/2024,VIVINT INC/US,Professional Services,Sale,-48.27,
09/22/2024,09/23/2024,KAMAS FOODTOWN,Groceries,Sale,-5.64,
09/22/2024,09/23/2024,Prime Video Channels,Shopping,Sale,-14.00,
09/20/2024,09/22/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-32.33,
09/20/2024,09/22/2024,DEL TACO #272,Food & Drink,Sale,-18.33,
09/20/2024,09/22/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-6.67,
09/19/2024,09/20/2024,HARMONS AT STATION,Groceries,Sale,-15.71,
09/17/2024,09/18/2024,AMAZON MKTPL*DJ8PU2P43,Shopping,Sale,-286.60,
09/17/2024,09/18/2024,HARMONS AT STATION,Groceries,Sale,-5.15,
09/17/2024,09/18/2024,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
09/16/2024,09/17/2024,Payment Thank You-Mobile,,Payment,66.00,
09/16/2024,09/17/2024,HARMONS AT STATION,Groceries,Sale,-12.35,
09/16/2024,09/17/2024,HARMONS AT STATION,Groceries,Sale,-2.58,
09/15/2024,09/16/2024,CONGREGATION KOL AMI,Gifts & Donations,Sale,-245.18,
09/15/2024,09/16/2024,EVO CAFE,Food & Drink,Sale,-57.00,
09/13/2024,09/15/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-42.82,
09/12/2024,09/15/2024,BLAZE PIZZA - 1171 - FARM,Food & Drink,Sale,-24.00,
09/15/2024,09/15/2024,AMAZON MKTPL*CZ2150KQ3,Shopping,Sale,-61.75,
09/13/2024,09/15/2024,THE UPS STORE 1986,Personal,Sale,-30.28,
09/09/2024,09/13/2024,Returned Payment,,Reversal,-2719.75,
09/11/2024,09/13/2024,ROOTS CAFE,Food & Drink,Sale,-59.00,
09/12/2024,09/13/2024,TST* DE LOS MUERTOS - MEX,Food & Drink,Sale,-57.00,
09/10/2024,09/11/2024,HARMONS AT STATION,Groceries,Sale,-18.14,
09/09/2024,09/10/2024,HARMONS AT STATION,Groceries,Sale,-18.14,
09/08/2024,09/09/2024,AMAZON MKTPL*ZT4652RY0,Shopping,Sale,-30.89,
09/09/2024,09/09/2024,PURCH INTEREST DEBIT ADJ,Fees & Adjustments,Fee,-5.81,
09/04/2024,09/09/2024,Returned Payment,,Reversal,-2719.75,
09/09/2024,09/09/2024,Payment Thank You - 2nd A,,Payment,2719.75,
09/09/2024,09/09/2024,AMAZON MKTPL*Z899V1T02,Shopping,Sale,-41.38,
09/08/2024,09/09/2024,AMAZON MKTPL*Z83AL63H2,Shopping,Sale,-140.83,
09/07/2024,09/08/2024,AMAZON MKTPL*ZT0XY58H0,Shopping,Sale,-21.47,
09/06/2024,09/08/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-34.16,
09/07/2024,09/08/2024,AMAZON MKTPL*ZT30476M0,Shopping,Sale,-12.92,
09/05/2024,09/06/2024,AMAZON MKTPL*ZT5AS8E80,Shopping,Sale,-28.00,
09/05/2024,09/06/2024,HARMONS AT STATION,Groceries,Sale,-16.08,
09/05/2024,09/06/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-440.00,
09/05/2024,09/05/2024,SKYNOVA / AYNAX,Personal,Sale,-15.00,
09/04/2024,09/05/2024,AMAZON MKTPL*ZT76D3JV1,Shopping,Sale,-27.57,
09/04/2024,09/05/2024,AMAZON MKTPL*ZT6HQ4NA0,Shopping,Sale,-14.72,
09/04/2024,09/04/2024,AUTOMATIC PAYMENT - THANK,,Payment,2719.75,
09/03/2024,09/04/2024,HARMONS AT STATION,Groceries,Sale,-5.85,
09/02/2024,09/04/2024,BRIGHTON RESORT,Entertainment,Sale,-1244.94,
09/02/2024,09/03/2024,Amazon.com*RK92S57J1,Shopping,Sale,-18.77,
09/02/2024,09/03/2024,AMAZON MKTPL*ZT6B393Q2,Shopping,Sale,-17.28,
09/01/2024,09/02/2024,SALT LAKE TENNIS,Health & Wellness,Sale,-144.18,
08/31/2024,09/01/2024,AMAZON MKTPL*RK2J33H60,Shopping,Sale,-57.72,
08/30/2024,09/01/2024,DEL TACO #272,Food & Drink,Sale,-21.94,
08/31/2024,09/01/2024,SQ *WATERWHEEL KITCHEN,Food & Drink,Sale,-28.00,
08/31/2024,09/01/2024,PP*WAYMAN FARMS PRODUCE M,Groceries,Sale,-2.50,
08/31/2024,09/01/2024,SQ *BNP POTTERY,Entertainment,Sale,-26.75,
08/29/2024,08/30/2024,Amazon.com*RK65G42J2,Shopping,Sale,-70.86,
08/29/2024,08/30/2024,HARMONS AT STATION,Groceries,Sale,-12.86,
08/29/2024,08/30/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-34.87,
08/29/2024,08/30/2024,Amazon.com*RK4MC22F2,Shopping,Sale,-18.40,
08/28/2024,08/29/2024,ANY HOUR SERVICE,Home,Sale,-302.00,
08/26/2024,08/27/2024,HARMONS AT STATION,Groceries,Sale,-16.61,
08/26/2024,08/26/2024,AMAZON MKTPL*R44BR1870,Shopping,Sale,-7.69,
08/26/2024,08/26/2024,AMAZON MKTPL*RK6XC8ZZ2,Shopping,Sale,-36.10,
08/26/2024,08/26/2024,AMAZON MKTPL*RK3QJ7Z22,Shopping,Sale,-15.29,
08/23/2024,08/25/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-33.86,
08/24/2024,08/25/2024,AMAZON MKTPL*R43B44P51,Shopping,Sale,-30.87,
08/23/2024,08/25/2024,VIVINT INC/US,Professional Services,Sale,-48.27,
08/22/2024,08/25/2024,MASSAGE ENVY - 0440 - RET,Health & Wellness,Sale,-80.00,
08/22/2024,08/25/2024,BLAZE PIZZA - 1171 - FARM,Food & Drink,Sale,-22.71,
08/22/2024,08/23/2024,Prime Video Channels,Shopping,Sale,-12.92,
08/22/2024,08/23/2024,Amazon.com*R46V35L91,Shopping,Sale,-53.82,
08/22/2024,08/23/2024,HARMONS AT STATION,Groceries,Sale,-2.58,
08/22/2024,08/23/2024,AMAZON MKTPL*R40YF6F30,Shopping,Sale,-21.97,
08/21/2024,08/22/2024,Amazon.com*R418L0MM2,Shopping,Sale,-135.68,
08/20/2024,08/21/2024,AMAZON MKTPL*RU61Q89Q1,Shopping,Sale,-28.23,
08/20/2024,08/21/2024,HARMONS AT STATION,Groceries,Sale,-10.29,
08/19/2024,08/20/2024,HARMONS AT STATION,Groceries,Sale,-2.58,
08/18/2024,08/20/2024,BURGER KING #11077 Q07,Food & Drink,Sale,-21.16,
08/18/2024,08/19/2024,MAVERIK CNTRY STRE 323,Gas,Sale,-59.71,
08/18/2024,08/19/2024,MAVERIK #652,Gas,Sale,-3.59,
08/18/2024,08/19/2024,MAVERIK #652,Gas,Sale,-36.86,
08/17/2024,08/18/2024,ABC*487-PLANET FITNESS,Health & Wellness,Sale,-24.63,
08/16/2024,08/18/2024,DEL TACO #272,Food & Drink,Sale,-25.30,
08/16/2024,08/18/2024,TST* COSTA VIDA 0097 - ST,Food & Drink,Sale,-6.00,
08/16/2024,08/18/2024,AMAZON MKTPL*RU0DN85K2,Shopping,Sale,-16.67,
08/17/2024,08/18/2024,AMAZON MKTPL*RU3O48E51,Shopping,Sale,-19.74,
08/16/2024,08/18/2024,FLYING J 774,Gas,Sale,-2.98,
